description,label,
Dragons' Den: Kinky εντερπρενέρ πασάρει BDSM toy στους δράκους,1,
"🎭 Επόμενη Στάση: Γκαζοχώρι...Ένα απολαυστικό περιπατητικό ταξίδι στο παρελθόν!

Από τον Απρίλιο έως και τον Ιούνιο, το Βιομηχανικό Μουσείο Φωταερίου και η Ομάδα Θεάτρου Ανεμόμυλοι/ @anemomiloi_theatre_group μας προσκαλούν σε μια ζωντανή περιπατητική παράσταση με τίτλο «Επόμενη Στάση: Γκαζοχώρι» — μια βιωματική εμπειρία που συνδυάζει θέατρο, ιστορία και αφήγηση.

🎙 Στο ρόλο των θεατρικών ξεναγών, οι:
▪️ Σοφία Νικολοπούλου
▪️ Αγγελική Παναγιωτοπούλου
▪️ Αλέξανδρος Καναβός
οι οποίοι μεταμορφώνουν τους δρόμους και τις πλατείες του Γκαζιού σε σκηνές γεμάτες ανθρώπινες ιστορίες, μουσικές και συναισθήματα.

Μέσα από θεατρικά μέσα, μαρτυρίες, φωτογραφίες και τραγούδια, ανακαλύπτουμε το παρελθόν μιας γειτονιάς που άλλαξε πρόσωπα, από την περίοδο της βιομηχανικής ανάπτυξης στην πρωτεύουσα μέχρι τη σημερινή της μορφή.

📍 Σημείο συνάντησης: Είσοδος Τεχνόπολης (Πειραιώς & Περσεφόνης)
🗓 Κυριακές: 27/4, 4/5, 25/5, 1/6, 8/6 & 15/6
🕚 Ώρα έναρξης: 11:00 (προσέλευση 10:45)
⏳ Διάρκεια: 80’
🎟 Εισιτήρια: 12€ / 10€ (μειωμένο)
🎫 Προπώληση: more.com 🔗https://www.more.com/gr-el/tickets/happenings/offer/epomeni-stasi-gkazoxori

👟 Βάλτε άνετα παπούτσια, πάρτε καπέλο και νερό, και ελάτε να ζήσουμε το Γκαζοχώρι οπως ονομαζόταν παλιότερα η συνοικία γύρω από το εργοστάσιο φωταερίου, από μέσα, με έναν πολύ ιδιαίτερο τρόπο!

#ΕπόμενηΣτάσηΓκαζοχώρι #Ανεμόμυλοι #ΒιομηχανικόΜουσείοΦωταερίου #ΘεατρικήΔιαδρομή #Γκάζι #Αθήνα",0,
"✨Athens Digital Arts Festival | 03-07.04.2025 | Τεχνόπολη Δήμου Αθηναίων ✨

👧ADAF Kids για τους μικρούς φίλους του φεστιβάλ, αυτό το Σαββατοκύριακο, 5 & 6 Απριλίου!🧒

Το ADAF Kids 2025 προσκαλεί τους μικρούς φίλους της ψηφιακής τέχνης! Ελάτε να εξερευνήσετε διαδραστικά installation, animation από όλο τον κόσμο, και το πιο φαντασμαγορικό παιχνίδι εικονικής πραγματικότητας (VR)! Φέτος το ADAF kids μπαίνει στο μαγικό χώρο του FULLDOME με προβολές και εργαστήρια στη θόλο. Με έμπνευση από τη θεματική, Simulacra, όλη η εμπειρία του φεστιβάλ είναι μια εξερεύνηση της προσομοίωσης στα όρια της τέχνης και της τεχνολογίας, στην εποχή της Τεχνητής Νοημοσύνης (AI) και των ψηφιακών κόσμων. Το ειδικά σχεδιασμένο παιδικό πρόγραμμα του φεστιβάλ εστιάζει περισσότερο στην περιβαλλοντική ευαισθητοποίση των παιδιών και προβάλει το documentary Earth’s Climate, όπως και μια σειρά εργαστήριων πειραματισμού με την τεχνολογία και νέων τρόπων έκφρασης μέσω της τέχνης.
 

📌Τι περιλαμβάνει το πρόγραμμα;

 ◼️Εμπειρία στον fulldome θόλο CHROMOSPHERE: Φέτος, για πρώτη φορά, οι μικροί επισκέπτες θα έχουν την ευκαιρία να ζήσουν μια μοναδική, καθηλωτική εμπειρία προβολής στη fulldome θόλο! Μέσα σε έναν εντυπωσιακό, immersive χώρο, θα παρουσιαστούν πρωτοποριακά έργα ψηφιακής τέχνης, ειδικά διαμορφωμένα για προβολή πανκατευθυντικής θέασης. Τα παιδιά θα νιώσουν σαν να ταξιδεύουν μέσα στις εικόνες, βιώνοντας την τέχνη και την αφήγηση με έναν εντελώς νέο τρόπο.

◼️Εργαστήρια Ψηφιακής Τέχνης & Τεχνολογίας: Δημιουργικά workshops που ενθαρρύνουν την πειραματική μάθηση μέσα από το παιχνίδι.

◼️Εικονική Πραγματικότητα (VR): Μαγευτικές VR εμπειρίες που ταξιδεύουν τα παιδιά σε φανταστικούς κόσμους.

◼️Διαδραστικές Εγκαταστάσεις: Πρωτότυπα έργα τέχνης που ενεργοποιούνται από την κίνηση και την αλληλεπίδραση.

◼️Προβολές Animation: Μια ξεχωριστή επιλογή από βραβευμένες παιδικές ταινίες animation.

@adafgreece 
ℹ️Πληροφορίες
ADAF KIDS 
5-6 Απριλίου 2025
Τεχνόπολη Δήμου Αθηναίων
ΠΑΙΔΙΚΟ ΕΙΣΙΤΗΡΙΟ 5 €
FAMILY TICKET
ΔΩΡΕΑΝ για παιδιά 0-4 ετών

🎟ΠΡΟΠΩΛΗΣΗ🔗https://www.more.com/gr-el/tickets/happenings/children/festival/adaf-kids-2025/

#adafkids #athensdigitalartsfestival #adaf2025 #Cityofathens",0,
"THUNDERBOLTS*

1η Μαΐου στα Village Cinemas",1,
ΕΙΝΑΙ ΚΛΟΠΗΗΗΗ 🏛️🏛️,1,
"💥#ADAFWorkshops : Δες το πλούσιο πρόγραμμα διαδραστικών εργαστηρίων!
➡️ Κλείσε τώρα τη θέση σου: 2025.adaf.gr/artworks-category/workshops/ (link in bio)

ΠΡΟΓΡΑΜΜΑ:
*/ Thursday 3/4 Art and Science:
✅ Video-art Game-Αχιλλέας Νάσιος

*/ Friday 4/4 Digital Identity:
✅ MEDUSA Workshop-Yiannis Kranidiotis
✅ Speculative Species Evolution-Helena Nikonole

*/ Saturday 5/4 AI and Art
✅ The Simulacra of Exarcheia-Zeynep Burcu Kaya Alpan - Kübra Cenk Uslu
✅ AI: A Creative Roadmap-Yoryos Styl - Inside Spaceman Performance Group

*/ Sunday 6/4 Digital Ecology
✅ The Carrier Bag Alchemy-Marilena Georgatzi - Iason Giraud
✅ MEDUSA Workshop-Yiannis Kranidiotis
✅ Surreal Surroundings-Lukas Ruoff

*/ Monday 7/4 Human Mind
✅ Unreal Engine-How to make a small game into 60 minutes-Elena Dimopoulou

🔔 Για τη συμμετοχή σας χρειάζεται:
- Προκράτηση θέσης, συμπληρώνοντας τη φόρμα συμμετοχής στο 2025.adaf.gr/artworks-category/workshops/ . Περιορισμένος αριθμός εισιτηρίων. Οι συμμετοχές θα γίνουν δεκτές με σειρά προτεραιότητας.
- Ημερήσιο εισιτήριο γενικής εισόδου, στο οποίο περιλαμβάνεται η συμμετοχή στο εργαστήριο και η παρακολούθηση όλων των άλλων ζωντανών δράσεων της ημέρας μαζί με την περιήγησή σας στη μόνιμη έκθεση του φεστιβάλ.

➡️ Η διοργάνωση πραγματοποιείται στο πλαίσιο της Πράξης «20o και 21ο Διεθνές Φεστιβάλ Ψηφιακών Τεχνών της Ελλάδας – Athens Digital Arts Festival», η οποία αναμένεται να ενταχθεί στο Επιχειρησιακό Πρόγραμμα «Αττική» ΕΣΠΑ 2021-2027 και συγχρηματοδοτείται από το Ευρωπαϊκό Ταμείο Περιφερειακής Ανάπτυξης και από εθνικούς πόρους.

#ADAF25 #ADAF #ADAFgreece #ψηφιακεςτεχνες #NewMediaArt #digitalartist #digitalart #WORKSHOPS #ΕΡΓΑΣΤΗΡΙΑ",0,
"A MODERN JAZZ LEGEND FINALLY AT THE ANCIENT CITY!c

@mod.cla presents @kamasiwashington
FEARLESS MOVEMENT EUROPE TOUR
29 APRIL 2025
CT THEATER

TICKETS ON SALE EXCLUSIVELY THROUGH @more.com_greece #linkinbio

#kamasiwashington #kamasiwashingtonlive #saxophone #fearlessmovement #fearlessmovementtour #liveinathens #liveingreece #kevingillian #ryanporter #brandoncoleman #tonyaustin #mosesmosley #jazzexcellence #jazzbrilliance #bestof #modernjazzlegend #jazzlegends #liveineurope",0,
ΤΣΟΥΡΕΚΙΑΑΑΑΑΑΑΑ,0,
"📸Στιγμιότυπα από το φεστιβάλ «Ρίζες του Γκαζιού» που πραγματοποιήθηκε το Σάββατο 29 Μαρτίου στην Τεχνόπολη, από την ομάδα των «Ριζών» και την ομάδα του Βιομηχανικού Μουσείου Φωταερίου. 

Η συλλογική μνήμη συνάντησε τη λαϊκή παράδοση σε ένα φεστιβάλ που έφερε στο φως τις προσωπικές ιστορίες, τις παραδόσεις και την τέχνη που διαμόρφωσαν την περιοχή του Γκαζιού, συνδέοντας το παρελθόν με το παρόν. 

Οι συμμετέχοντες παρακολούθησαν:
 🐐Αφήγηση με λαϊκά παραμύθια από την @paramithanou 
🎶Πολυφωνικά τραγούδια με τις @asmacordis 
🎹 Συναυλία από την @alkyonemusic
🎻Νησιώτικη πατινάδα στην αυλή της Τεχνόπολης
🎭 Θεατρικά δρώμενα από τους την @anemomiloi_theatre_group
🎨 Εικαστικές εκθέσεις από ομάδα Νowstalgism με τους καλλιτέχνες: 
Σοφία Καρασαββίδου 
Δημήτρης Κοντοδήμος 
Μαριλένα Κρανιώτη 
Δήμητρα Κωνσταντινίδη 

🙏Η εκδήλωση πραγματοποιήθηκε με την στήριξη από το @fysikoaerioelladosgr. Καθώς ο χώρος της Τεχνόπολης ήταν οι πρώτες εγκαταστάσεις της εταιρείας, με τη συγκεκριμένη δράση το Φυσικό Αέριο αναβίωσε την ιστορία του και ήρθε κι αυτό κοντά στις ρίζες του. 

🙏Επιπλέον, η εκδήλωση χορηγείται από την Αθηναϊκή Ζυθοποιία και την Μπύρα Άλφα με θαλασσινό αλάτι, η οποία έχει στηρίξει όλα τα έως τώρα ΡΙΖΕΣ ΦΕΣΤ και συμβάλλει στη δημιουργία αξέχαστων αναμνήσεων της ομάδας ΡΙΖΕΣ.

 🫶Σας ευχαριστούμε όλες και όλους που ήσασταν εκεί!

📸 @nikolaskominis 

#rizesstories #rizestougkaziou #my_igm @rizesstories @rizesmas",1,
"ΤΑ ΜΑΓΙΚΑ ΧΡΙΣΤΟΥΓΕΝΝΑ ΤΟΥ ΠΙΝΟΚΙΟ 🎄
Σκηνοθεσία: Φωκάς Ευαγγελινός
Κείμενο – Στίχοι: Στράτος Λύκος
Μουσική: Αντώνης Σκόκος
Christmas Theater
7 έως 31 Δεκεμβρίου 2024
Γιατί η φαντασία πάντα νικάει την πραγματικότητα!

Συντελεστές:
Σκηνοθεσία: Φωκάς Ευαγγελινός
Κείμενο – Στίχοι : Στράτος Λύκος
Μουσική: Αντώνης Σκόκος
Σκηνικά: Μανόλης Παντελιδάκης
Κοστούμια: Ιωάννα Τσάμη
Video Art: Παντελής Μάκκας
Σχεδιασμός Φωτισμών: Γιώργος Τέλλος Lighting Art
Φωνητική Διδασκαλία & Φωνητική Επιμέλεια: Βικτωρία Χαλκίτη
Συνεργάτες Χορογράφοι: Χριστίνα Καλιακάτσου – Νίκος Κουκάκης
Βοηθός Σκηνοθέτη: Πάναγιώτης Παντέρας

Στον ρόλο του Πινόκιο: Χρήστος Νικολάου

Παίζουν (αλφαβητικά) οι:Μάγια Βασιλάκη,Αντώνης Βλάχος,Ίλια Γιακουμάκη,Αβραάμ Γκουτζελούδης,Γιάννης Ζαράγκαλης,ΛάκηςΚάπελλας,Δήμητρα Κόκκορη,Δημήτρης Κολλιός,Άνια Λεμπεντένκο,Ευγενία Λιάκου,Τριαντάφυλλη Μουζάκη,Παναγιώτης Παντέρας,Τζώρτζης Παπαδόπουλος,Αναστασία Σλαυκίδου
Ελένη Μιχαέλα Σφετσιώρη,Νίκος Φραντζέσκος

Χορεύουν:
Καλιάτσου Χριστίνα, Χάμπλα Εύα, Κανέλλου Λυδία
Benaia Giulia, Γεωργία Ζωή, Ναταλία Μιχάηλ
Κουκάκης Νίκος, Κούτης Δημήτρης, Παπαδόπουλος Γιώργος 
Τσακίρης Αλέξης, Υφαντή Τζωρτζίνα, Δημιπούλου Νότα
Λιάπη Ιωάννα, Κωνσταντινίδη Λιάνα, Φωτοπούλου Φαίη
Κλειτσάκη Νεφέλη, Μουρατίδου Σοφία, Κατσαρίνη Δανάη
Σαντόβα Άννα, Κουτουλογένη Αθηνά

Επιμέλεια μακιγιάζ: Βίνα Ευστρατιάδου – Ιωάννα Κόρμα
Μακιγιάζ: Χρύσα Ραικου – Make Up Team
Βοηθοί Σκηνογράφου: Ελίνα Δράκου, Ελεονόρα Καραβάνη
Βοηθοί Ενδυματολόγου: Δήμητρα Σταυρίδου, Βασιλική Σουρή, Παναγιώτης Ρενιέρης
Ειδικές Κατασκευές: Δήμητρα Καίσαρη
Υπεύθυνη φροντιστηρίου: Ανεστίνα Αργυροπούλου

Ηχολήπτες: Γιώργος Γιαννίκος, Παναγιώτης Αντωνάκος, Χρήστος Καπογιάννης
Φωτιστής: Στέλιος Μαραγκός
Χειρισμοί video: Παναγιώτης Μπούκας
Stage Manager: Μαρία Κακάρογλου

Χειριστές follow spot: Ιγνάτιος Σκανδάλης, Ιάκωβος Τσουκαλάς

Promo 3D Video:  Δημήτρης Λακιάς – saikaL
Promo Video: Κυριάκος Περσίδης, Ιωάννης Κουλούσης
Φωτογραφίες: Αγγελική Κοκκοβέ
Δημόσιες Σχέσεις: Μαρκέλλα Καζαμία
Οργάνωση παραγωγής: Ήλια Παπανικολάου
Διεύθυνση παραγωγής: Δημήτρης Φωτόπουλος
Τεχνική Διεύθυνση: Γιάννης Μιχαλόπουλος
Παραγωγή: Christmas Theater",1,
"Δευτέρα 31 Μαρτίου 2025
Σταύρος Κουγιουμτζής
Που ναι τα χρόνια…
Γιώργος Νταλάρας Γιάννης Κότσιρας
Συμμετέχουν:
Βιολέτα Ίκαρη, Ασπασία Στρατηγού και η Μαρία Κουγιουμτζή
Καλλιτεχνική Διεύθυνση Παραγωγής: Μιχάλης Κουμπιός
Ο Γιώργος Νταλάρας και ο Γιάννης Κότσιρας έχουν πολλές φορές μοιραστεί την σκηνή με επιτυχία.
Αυτήν τη φορά έρχονται στο Christmas Theater στις 31 Μαρτίου 2025 για ένα αφιέρωμα στον Σταύρο Κουγιουμτζή. Μαζί τους η Βιολέτα Ίκαρη, η Ασπασία Στρατηγού και η Μαρία Κουγιουμτζή.
Ο Γιώργος Νταλάρας και ο Σταύρος Κουγιουμτζής αποτέλεσαν ένα εμβληματικό δίδυμο στο χώρο του σύγχρονου ελληνικού τραγουδιού.
Πολύ μελάνι έχει χυθεί, και όχι άδικα, για τη συνεργασία τους που μας έδωσε πολλά διαχρονικά τραγούδια. Τραγούδια ορόσημα όπως:
Να `τανε το `21 , Χάντρα στο κομπολόι σου, Ο ουρανός φεύγει βαρύς, Οι ελεύθεροι κι ωραίοι, Όλα καλά, Στα χρόνια της υπομονής, Στα ψηλά τα παραθύρια, Το πουκάμισο το θαλασσί, Το σακάκι μου κι αν στάζει, Του κάτω κόσμου τα πουλιά, Τρελοί και άγγελοι, Δίχως την καρδούλα σου, Ένας κόμπος η χαρά μου, Κάπου νυχτώνει, Μη μου θυμώνεις μάτια μου, Πού `ναι τα χρόνια και πολλά άλλα.
20 χρόνια χωρίς τον Σταύρο Κουγιουμτζή και ο Γιώργος Νταλάρας τιμά τον αγαπημένο του συνθέτη.
Τον συνθέτη που δημιούργησε ένα απόλυτα προσωπικό ύφος που συνδύασε την πλατιά αποδοχή με την υψηλή μουσική και ποιητική αισθητική.
…
 
Γιώργος Παπαχριστούδης: πιάνο, επιμέλεια ορχήστρας
Μάνος Γρυσμπολάκης: ακορντεόν
Γιώργος Μάτσικας: μπυζούκι
Γιάννης Σταματογιάννης: μπουζούκι
Κωνσταντίνος Βελλιάδης: μπουζούκι
Χρήστος Ζέρβας: κιθάρα
Βασίλης Κετεντζόγλου: κιθάρα
Αποστόλης Βαγγελάκης: πνευστά
Μιχάλης Πορφύρης: τσέλο
Ανδρέας Κατσιγιάννης: σαντούρι
Γρηγόρης Συντρίδης: ντραμς
Πέτρος Βαρθακούρης: κοντραμπάσο
Μαρίνος Τρανουδάκης: κρουστά
Στράτος Σαμιώτης:  κρουστά
…
Αντώνης Ζαχόπουλος: Stage Sound
Βαγγέλης Κουλούρης: F.O.H
Γιώργος Γιαννίκος, Χρήστος Καπογιάννης: τεχνικοί ήχου
Γιάννης Μανιατάκος: Σχεδιασμός Φωτισμών
Post-production: Aνδρέας Κουρελάς
Τεχνική Διεύθυνση: Γιάννης Μιχαλόπουλος
Παραγωγή: Christmas Theater",1,
"ΛΟΓΟ ΑΥΞΗΜΕΝΗΣ ΖΗΤΗΣΗΣ EXTRA ΠΑΡΑΣΤΑΣΗ ΠΑΡΑΣΚΕΥΗ 3 ΙΑΝΟΥΑΡΙΟΥ ΣΤΙΣ  21.00 

HOGWARTS MAGIC SYMPHONY
Με τη μοναδική
LORDS OF THE SOUND ORCHESTRA
3 & 4 ΙΑΝΟΥΑΡΙΟΥ 2025
CHRISTMAS THEATER

Το Christmas Theater παρουσιάζει μια παράσταση αληθινής μουσικής μαγείας — «Hogwarts Magic Symphony»!

Με ένα μαγευτικό μουσικό πρόγραμμα που ζωντανεύει τις πιο έντονες μουσικές στιγμές από τη θρυλική σειρά ταινιών που όλοι αγαπήσαμε, η συμφωνική ορχήστρα «Lords of the Sound», μας μεταφέρει στον μαγικό κόσμο του Harry Potter! 

Η μουσική που έντυσε τις πιο κορυφαίες και συγκινητικές σκηνές των ταινιών, ζωντανεύουν με ξεχωριστό τρόπο: από το πρώτο ταξίδι με το Hogwarts Express έως τις επικές μάχες ενάντια στις σκοτεινές δυνάμεις… Γινόμαστε μέρος του μαγικού αυτού κόσμου, νιώθοντας κάθε συγχορδία και μελωδία και συνδεόμαστε με ένα μαγευτικό σύμπαν.

Παράλληλα, ένα εντυπωσιακό οπτικοακουστικό σόου, μας μεταφέρει σε ένα εντυπωσιακό παραμύθι, με οπτικά και φωτιστικά εφέ, προσθέτοντας ακόμα περισσότερη μαγεία στη μουσική αίσθηση και στην απόλαυση της παράστασης.

Επιπλέον, και άλλες εκπλήξεις περιμένουν το κοινό που θα μας μείνουν αξέχαστες. Μπορεί και ο ίδιος ο Καθηγητής Dumbledore να κάνει την εμφάνιση του για να μοιραστεί μαζί μας τη μαγική αυτή συναυλία!

Το Hogwarts Magic Symphony είναι όμως κάτι παραπάνω από μια συναυλία. Είναι ένα ταξίδι σε ένα κόσμο όπου οι μελωδίες γεμίζουν με μαγεία και οι θεατές γίνονται μέρος μιας αξέχαστης εμπειρίας. 

 

Ελάτε να μοιραστούμε αυτές τις μοναδικές στιγμές μαγείας, μουσικής και μαγευτικής περιπέτειας!

Την παράσταση πλαισιώνουν το σύνολο της ορχήστρας, ταλαντούχοι σολίστ και χορωδία.

Εισιτήρια: more.com & 211-7701700",0,
"Το Θέατρο Παλλάς φοράει τα καλά του και περιμένει τον «άρχοντα της νύχτας», που θα  καθηλώσει το κοινό, από αύριο!

🎶ΤΑ ΠΗΡΕΣ ΟΛΑ ΚΙ ΕΦΥΓΕΣ
Σκηνοθεσία: Βασίλης Μαυρογεωργίου
Κείμενο: Κωστής Σαμαράς

📆Πρεμιέρα 12 Μαρτίου 
📍Θέατρο Παλλάς 
 
Πρωταγωνιστούν: Γιάννης Τσορτέκης, Μαρία Κεχαγιόγλου,Γιάννης Νταλιάνης,Μπέσυ Μάλφα,Μιχάλης Αλικάκος, Χρύσα Κλούβα, Δημήτρης Μαχαίρας
 
Συμμετέχουν οι ηθοποιοί:
Δημήτρης Γαλανάκης, Στάθης Γεωργαντζής, Αλίκη Γεωργίου, Γιώργος Δημόπουλος, Ρωξάνη Καρφή, Ευγενία Κάρνου, Λεωνίδας Μπακάλης, Δήμητρα Σταύρου, Μαρίνος Ταρνανάς

Τραγουδούν εναλλάξ live, τα παιδιά του, ο Άγγελος, ο Στέλιος και ο Διαμαντής.

Μουσική διεύθυνση: Νίκος Στρατηγός

Συμμετέχει ο κορυφαίος μουσικοσυνθέτης Θανάσης Πολυκανδριώτης.
 
🎟 Εισιτήρια:pallastheater.com και στα ταμεία του Θεάτρου Παλλάς.

@stelios.dionisiou @angelos_dionysiou @ddionisiou @vasilismavrogeorgiou @yiannistsortekis @roxanne.karfi @eugeniakarnou @ntalianisgiannis @bessy.malfa @michalis_alik @leonidas_bakalis @chrisaklouva @dimitra_stavrouu @dimitris.maheras @m_tarnanas @galanakisdimitris @jkent1022 @aralikii",0,
Αγαπημένοι μας Φίλοι  Σας περιμένουμε με όλη μας την Αγάπη και τις φωνές μας τους μουσικούς μας στις τελευταίες μας δύο παραστάσεις στο Θέατρο Παλλάς στις 17 & 18 Μαρτίου ♥️♥️♥️🎶🎶🎶 ‘Η Ζωή Είναι Μουσική και η Μουσική …Ζωή’…,0,
"Η Κάρμεν Ρουγγέρη και το Christmas Theater παρουσιάζουν
ΑΡΓΟΝΑΥΤΙΚΗ ΕΚΣΤΡΑΤΕΙΑ
Ο Ιάσων Και Το Χρυσόμαλλο Δέρας
Σε κείμενο και σκηνοθεσία της Κάρμεν Ρουγγέρη
Φεβρουάριος 2025
Christmas Theater
Η Κάρμεν Ρουγγέρη και η δημιουργική της ομάδα, σε συνεργασία με το Christmas Theater, παρουσιάζει, μετά από επιθυμία των ίδιων των παιδιών, την ΑΡΓΟΝΑΥΤΙΚΗ ΕΚΣΤΡΑΤΕΙΑ (τον Ιάσονα με το χρυσόμαλλο δέρας), μια παράσταση απόλυτα μελετημένη και τεκμηριωμένη μέσα από την υπέροχη Ελληνική μυθολογία μας.
8 διαλεχτοί ηθοποιοί παίρνουν μέρος, τραγουδούν ζωντανά, χορεύουν και μονομαχούν, ενώ ο Ορφέας, ηθοποιός με υπέροχη φωνή, παίζει ποντιακή λύρα τραγουδώντας.

Σκηνοθεσία - κείμενο: Κάρμεν Ρουγγέρη
Σκηνικά - κοστούμια: Χριστίνα Κουλουμπή
Κίνηση - χορογραφίες - φωτισμοί: Πέτρος Γάλλιας
Μουσική επεξεργασία - Videoart: Αντώνης Δελαπόρτας
Στίχοι: Ανδρέας Κουλουμπής
Σπαθογραφίες: Κωνσταντίνος Μπουμπούκης
Επιλογή- διδασκαλία τραγουδιών: Κωνσταντίνος Παλαιολόγου
Βοηθός σκηνοθέτη: Γιάννης Τσουρουνάκης, Κατερίνα Γεωργάκη
Βοηθός ενδυματολόγου - σκηνογράφου: Μελίνα Μαβίδου

Οι ηθοποιοί μας (με αλφαβητική σειρά):

Γιώργος Βούντας
Κώστας Ζωγραφόπουλος
Χάρης Ηλιάδης
Μαρία Καμακάρη
Στέλιος Κεχριώτης
Γιάννης Κορρές
Θοδωρής Λουφόπουλος
Ζωή Ξανθοπούλου
Γιάννης Οικονόμου
Άντεια Ολυμπίου
Κωνσταντίνος Παλαιολόγου
Χαρούλα Παναγοπούλου
Δημήτρης Πάσιος
Λουίζα Πυριόχου
Κωνσταντίνος Σιώζος
Χριστίνα Σταύρου
Γρηγόρης Τουμασάτος

Παραγωγή: Christmas Theater",1,
"«ΟΡΕΣΤΕΙΑ» του Αισχύλου
Σκηνοθεσία: Θεόδωρος Τερζόπουλος 

Αρχαίο Θέατρο Επιδαύρου | 22 & 23 Αυγούστου 

Η εμβληματική τριλογία του Αισχύλου «Ορέστεια» σε σκηνοθεσία Θεόδωρου Τερζόπουλου, στην πρώτη συνεργασία του διεθνώς καταξιωμένου Έλληνα σκηνοθέτη και δασκάλου με το Εθνικό Θέατρο, αποτέλεσε από τις σπουδαιότερες στιγμές στην πρόσφατη ιστορία του ελληνικού θεάτρου. Μετά τη θριαμβευτική της πορεία σε ξεχωριστούς σταθμούς, η παράσταση επιστρέφει στις 22 & 23 Αυγούστου στο Αρχαίο Θέατρο Επιδαύρου, ολοκληρώνοντας τον φετινό επιδαύριο κύκλο του Φεστιβάλ.
 
Η «Ορέστεια» του Τερζόπουλου συνιστά ένα έργο διανοητικού και φιλοσοφικού βάθους, που κατορθώνει με τη συνταρακτική του ενέργεια να διευρύνει τα όρια της τέχνης, και να αφηγηθεί, εντέλει, την ιστορία της ίδιας της ανθρωπότητας. Ως πράξη αδιαμφισβήτητα πολιτική και εμπειρία πολυδιάστατα πνευματική, η παράσταση έτυχε διθυραμβικής υποδοχής τόσο από τους χιλιάδες θεατές που την παρακολούθησαν όσο και από τα εγχώρια και διεθνή μέσα μαζικής ενημέρωσης.

Μετά την πρεμιέρα της στην Επίδαυρο το  2024, την περιοδεία που ακολούθησε στην Ελλάδα και την Κύπρο, και την παρουσίασή της στη Βιτσέντσα της Ιταλίας, όπου άνοιξε τον 77ο Κύκλο Κλασικών παραστάσεων στο ιστορικό θέατρο Olimpico, η μοναδική αυτή παράσταση επιστρέφει στον τόπο από όπου ξεκίνησε το συναρπαστικό της ταξίδι, για να προσφέρει σε όλους μας τη δυνατότητα να τη ζήσουμε για ακόμα μια φορά. 

🎟️ Για εισιτήρια στο link στο bio.
📸 Johanna Weber

Χορηγός παράστασης: @dei.gr",1,
Γιατί η ζωή χτυπάει αλύπητα τον Ματίας Αλμέιδα; | Μπάλα Βραστή by @vistabet.gr,1,
⚡️,1,
"🌸 «Θα ανθισουμε πάλι..» Μια γιορτή με φίλους στις 6 Ιανουαρίου @christmastheater !!!

Η προπώληση ξεκίνησε @more.com_greece",0,
Ζούμε την εμπειρία στα Village Cinemas ✅,1,
"✨ Κάποια χρόνια πριν, όταν ο @johnnylogan_official, αφιέρωνε το Δώδεκα, στα ελληνικά, στην Άννα Βίσση ✨

📌 Απόψε, ο Johnny Logan, στο Θέατρο Παλλάς θα τραγουδήσει αγαπημένα παλιά και νέα κομμάτια. 

🎟️ Εισιτήρια: pallastheater, more.com και στα ταμεία του Θεάτρου Παλλάς

#pallastheater #παλλας #johnnylogan #dodeka #annavissi #holdmenow #giaprotiforastinellada

Credits: από το αρχείο της ΕΡΤ",0,
📸 στο #CinemaCon για τη νέα ταινία M3GAN 2.0,0,
